review,rating,date,bank,source,sentiment_label,sentiment_score,cleaned_review,lemmatized,topic,theme
i recognized thank you,5,2025-08-19,CBE,Google Play Store,POSITIVE,0.9998434782028198,i recognized thank you,recognize thank,3,Highly Positive Feedback & Brand Perception
best feature!!,5,2025-08-19,CBE,Google Play Store,POSITIVE,0.9998444318771362,best feature,good feature,4,App Performance (Speed & Quality)
the saved account totally removed ..why????????,1,2025-08-19,CBE,Google Play Store,NEGATIVE,0.9997368454933168,the saved account totally removed why,save account totally removed,0,App Malfunction & Technical Bugs
good bank ethiopian very nic,5,2025-08-18,CBE,Google Play Store,POSITIVE,0.9994763731956482,good bank ethiopian very nic,good bank ethiopian nic,3,Highly Positive Feedback & Brand Perception
this good app but screenshot must enable,4,2025-08-18,CBE,Google Play Store,POSITIVE,0.9907084703445436,this good app but screenshot must enable,good app screenshot enable,2,"User Experience, Features & Security"
በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው ::,1,2025-08-18,CBE,Google Play Store,NEGATIVE,0.9865872263908386,በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው,በፊት ብር ትራንስፈር የተደረገባቸዉን አካዉንቶች remove አርጓል የሚያናድድ update ነው,4,App Performance (Speed & Quality)
change mobile banking cbe,5,2025-08-18,CBE,Google Play Store,POSITIVE,0.582142174243927,change mobile banking cbe,change mobile banking cbe,0,App Malfunction & Technical Bugs
the process of updating is not functioning easily. installing is easy than updating. screenshot should not be prevented. it is an instant evidence needed for some transactions.,2,2025-08-18,CBE,Google Play Store,NEGATIVE,0.7523461580276489,the process of updating is not functioning easily installing is easy than updating screenshot should not be prevented it is an instant evidence needed for some transactions,process updating function easily instal easy update screenshot prevent instant evidence need transaction,1,Transaction & Service Reliability Issues
adisi deti,5,2025-08-17,CBE,Google Play Store,POSITIVE,0.7580509781837463,adisi deti,adisi deti,0,App Malfunction & Technical Bugs
this app is the good apps,5,2025-08-17,CBE,Google Play Store,POSITIVE,0.999853253364563,this app is the good apps,app good app,4,App Performance (Speed & Quality)
አሪፋ ነዉ ነገር ግን recent transaction በጣም የቆየዉን ነዉ የሚያሳይ evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ transaction አያሳይም። please አስተካክሉት,2,2025-08-15,CBE,Google Play Store,NEGATIVE,0.9526928067207336,አሪፋ ነዉ ነገር ግን recent transaction በጣም የቆየዉን ነዉ የሚያሳይ evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ transaction አያሳይም። please አስተካክሉት,አሪፋ ነዉ ነገር ግን recent transaction በጣም የቆየዉን ነዉ የሚያሳይ evene refresh ሁሉ ሲደረግ ትክክለኛ የቅርብ transaction አስተካክሉት,1,Transaction & Service Reliability Issues
congra ethio,5,2025-08-15,CBE,Google Play Store,POSITIVE,0.980097472667694,congra ethio,congra ethio,3,Highly Positive Feedback & Brand Perception
እንዲሁ ነው የሰተኋችሁ ለሞራል,5,2025-08-15,CBE,Google Play Store,NEGATIVE,0.8616330027580261,እንዲሁ ነው የሰተኋችሁ ለሞራል,እንዲሁ ነው የሰተኋችሁ ለሞራል,4,App Performance (Speed & Quality)
i don't think it is compatible with the new android version 16 it fails to open. please update it or find a solution.,1,2025-08-14,CBE,Google Play Store,NEGATIVE,0.9997748732566832,i dont think it is compatible with the new android version it fails to open please update it or find a solution,not think compatible new android version fail open update find solution,2,"User Experience, Features & Security"
"ohhhh🤦 you must upgrade transferring problem. most of time, when transfer from cbe mobile banking to tele birr account, always suspending for 3 to 5 days 🤔. please try to fix it 🙏",2,2025-08-13,CBE,Google Play Store,NEGATIVE,0.9974616765975952,ohhhh🤦 you must upgrade transferring problem most of time when transfer from cbe mobile banking to tele birr account always suspending for to days 🤔 please try to fix it 🙏,ohhhh upgrade transferring problem time transfer cbe mobile banking tele birr account suspend day try fix,0,App Malfunction & Technical Bugs
this apk best for most of people,5,2025-08-13,CBE,Google Play Store,POSITIVE,0.9989105463027954,this apk best for most of people,apk good people,4,App Performance (Speed & Quality)
good keep it up,5,2025-08-13,CBE,Google Play Store,POSITIVE,0.9998568296432496,good keep it up,good,4,App Performance (Speed & Quality)
most of the time either the app or *889# don't work,2,2025-08-12,CBE,Google Play Store,NEGATIVE,0.9996015429496764,most of the time either the app or dont work,time app not work,0,App Malfunction & Technical Bugs
cbe. noor,2,2025-08-12,CBE,Google Play Store,POSITIVE,0.7760332822799683,cbe noor,cbe noor,0,App Malfunction & Technical Bugs
why this app is logging in while your device is not connected to internet ... is it appropriate ?... and it isnt exposed to hucking or malicious activity?,1,2025-08-12,CBE,Google Play Store,NEGATIVE,0.9912410378456116,why this app is logging in while your device is not connected to internet is it appropriate and it isnt exposed to hucking or malicious activity,app log device connect internet appropriate not expose hucking malicious activity,1,Transaction & Service Reliability Issues
በጣም አሪፍ ነው በርቱልን,5,2025-08-12,CBE,Google Play Store,NEGATIVE,0.8616330027580261,በጣም አሪፍ ነው በርቱልን,በጣም አሪፍ ነው በርቱልን,4,App Performance (Speed & Quality)
this is so good,5,2025-08-11,CBE,Google Play Store,POSITIVE,0.9998397827148438,this is so good,good,4,App Performance (Speed & Quality)
❤❤❤❤❤😂,5,2025-08-10,CBE,Google Play Store,NEGATIVE,0.6970565915107727,❤❤❤❤❤😂,,0,App Malfunction & Technical Bugs
very interesting 🤔,5,2025-08-09,CBE,Google Play Store,POSITIVE,0.9997901320457458,very interesting 🤔,interesting,3,Highly Positive Feedback & Brand Perception
very good app 👍👍👍 time saving and more accurate,5,2025-08-09,CBE,Google Play Store,POSITIVE,0.9997368454933168,very good app 👍👍👍 time saving and more accurate,good app time save accurate,0,App Malfunction & Technical Bugs
"i like your app to order atm card through it, i get it new on your app",5,2025-08-09,CBE,Google Play Store,POSITIVE,0.8364057540893555,i like your app to order atm card through it i get it new on your app,like app order atm card new app,0,App Malfunction & Technical Bugs
very bad app,1,2025-08-09,CBE,Google Play Store,NEGATIVE,0.9997768998146056,very bad app,bad app,1,Transaction & Service Reliability Issues
good 👍,5,2025-08-09,CBE,Google Play Store,POSITIVE,0.9998576641082764,good 👍,good,4,App Performance (Speed & Quality)
it is the best transferring ap,5,2025-08-08,CBE,Google Play Store,POSITIVE,0.999705970287323,it is the best transferring ap,good transferring ap,4,App Performance (Speed & Quality)
it's good but add some more please,3,2025-08-08,CBE,Google Play Store,POSITIVE,0.9998283386230468,its good but add some more please,good add,4,App Performance (Speed & Quality)
best servis app,4,2025-08-07,CBE,Google Play Store,POSITIVE,0.99943345785141,best servis app,good servis app,4,App Performance (Speed & Quality)
very useful to use it from any where in the world !,5,2025-08-07,CBE,Google Play Store,POSITIVE,0.996921956539154,very useful to use it from any where in the world,useful use world,4,App Performance (Speed & Quality)
it very good but why block the screen shoot,5,2025-08-07,CBE,Google Play Store,NEGATIVE,0.9954419136047364,it very good but why block the screen shoot,good block screen shoot,4,App Performance (Speed & Quality)
"the most disgusting app,",1,2025-08-07,CBE,Google Play Store,NEGATIVE,0.9976406097412108,the most disgusting app,disgusting app,4,App Performance (Speed & Quality)
ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,3,2025-08-07,CBE,Google Play Store,NEGATIVE,0.964240312576294,ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,ብዙ የሚቀሩ ነገሮ አሉ ለምሳሌ አንድ ሰው ወደ ቴሌ ብር ሲልክ ግዴታ አካካውንት የከፈተበት ስልክ መሆን አይጠበቅበትም እና ሲስተሙ የበለጠ አዘምኑት ሰው ባንክ ሲመጣ የፈጠነ ማስተናገድ ወደ ቅርንጫፍ ሲመጣ እዛም አካውንት እዚም አካውንት መከፈት የለበትም እንዲ ሲሆን ደንበኛ ይሸሻል ሌላው ደሞ የሰራተኞቹን ልብስ ቀይሩት እውነት ለመናገር ቀቤር አስፈፃሚ ነው ሚመስሉት የቀረውን እናንተ መርምራቹ አስተካክሉት አመሰግናለሁ,4,App Performance (Speed & Quality)
"unexpected anomalies, unreliable as fintec app",2,2025-08-05,CBE,Google Play Store,NEGATIVE,0.9917572140693665,unexpected anomalies unreliable as fintec app,unexpected anomaly unreliable fintec app,1,Transaction & Service Reliability Issues
best one,5,2025-08-05,CBE,Google Play Store,POSITIVE,0.999826967716217,best one,well,2,"User Experience, Features & Security"
worst experience,1,2025-08-04,CBE,Google Play Store,NEGATIVE,0.9998027682304382,worst experience,bad experience,1,Transaction & Service Reliability Issues
the 1st one is cbe,5,2025-08-04,CBE,Google Play Store,POSITIVE,0.9928787350654602,the st one is cbe,st cbe,0,App Malfunction & Technical Bugs
"this is the worst app that could exist on the planet, omg it literally crashes every month",1,2025-08-04,CBE,Google Play Store,NEGATIVE,0.9998061060905457,this is the worst app that could exist on the planet omg it literally crashes every month,bad app exist planet omg literally crash month,1,Transaction & Service Reliability Issues
nise,5,2025-08-04,CBE,Google Play Store,NEGATIVE,0.7907949686050415,nise,nise,0,App Malfunction & Technical Bugs
commercial bank 🏦,5,2025-08-04,CBE,Google Play Store,NEGATIVE,0.7420864701271057,commercial bank 🏦,commercial bank,3,Highly Positive Feedback & Brand Perception
goood werk,5,2025-08-03,CBE,Google Play Store,NEGATIVE,0.9963845014572144,goood werk,goood werk,0,App Malfunction & Technical Bugs
ብዙ ጊዜ ያስቸግራል አይሰራም error now milew,5,2025-08-03,CBE,Google Play Store,NEGATIVE,0.9971191883087158,ብዙ ጊዜ ያስቸግራል አይሰራም error now milew,ብዙ ጊዜ ያስቸግራል አይሰራም error milew,1,Transaction & Service Reliability Issues
the best application for ours,5,2025-08-03,CBE,Google Play Store,POSITIVE,0.9998237490653992,the best application for ours,good application,4,App Performance (Speed & Quality)
our ehiopian bank who teaches us who lends who beulds big infrastractures for any ehiopian countries rigions local areas basic needs for socity that trends to suport echother social participation promots in society welbing coopratives development builds and suports for each private and governmental institutions give advise market analicies so on for targets to develope country to become world class economic leadership capitalist country and to atract big stakeholders in the woreld.,5,2025-08-03,CBE,Google Play Store,NEGATIVE,0.9643597602844238,our ehiopian bank who teaches us who lends who beulds big infrastractures for any ehiopian countries rigions local areas basic needs for socity that trends to suport echother social participation promots in society welbing coopratives development builds and suports for each private and governmental institutions give advise market analicies so on for targets to develope country to become world class economic leadership capitalist country and to atract big stakeholders in the woreld,ehiopian bank teach lend beuld big infrastracture ehiopian country rigion local area basic need socity trend suport echother social participation promot society welbe cooprative development build suport private governmental institution advise market analicie target develope country world class economic leadership capitalist country atract big stakeholder woreld,1,Transaction & Service Reliability Issues
screenshot problem must be fixed!!,4,2025-08-02,CBE,Google Play Store,NEGATIVE,0.999237895011902,screenshot problem must be fixed,screenshot problem fix,0,App Malfunction & Technical Bugs
it's very nice app,5,2025-08-02,CBE,Google Play Store,POSITIVE,0.9998631477355956,its very nice app,nice app,0,App Malfunction & Technical Bugs
very easy to use,5,2025-08-02,CBE,Google Play Store,POSITIVE,0.999142289161682,very easy to use,easy use,3,Highly Positive Feedback & Brand Perception
best and fast,5,2025-08-02,CBE,Google Play Store,POSITIVE,0.9998563528060912,best and fast,good fast,4,App Performance (Speed & Quality)
the best one ever i've seen.,5,2025-08-01,CBE,Google Play Store,POSITIVE,0.9998631477355956,the best one ever ive seen,good ve see,4,App Performance (Speed & Quality)
በጣም ጥሩ,5,2025-08-01,CBE,Google Play Store,NEGATIVE,0.7850590348243713,በጣም ጥሩ,በጣም ጥሩ,4,App Performance (Speed & Quality)
👍👍👍,5,2025-08-01,CBE,Google Play Store,NEGATIVE,0.6970565915107727,👍👍👍,,0,App Malfunction & Technical Bugs
the sum is good.,5,2025-08-01,CBE,Google Play Store,POSITIVE,0.9998589754104614,the sum is good,sum good,4,App Performance (Speed & Quality)
it is good,5,2025-07-30,CBE,Google Play Store,POSITIVE,0.9998494386672974,it is good,good,4,App Performance (Speed & Quality)
they been freezing a transfered money till the time they chose chose it to be delivered bruh,1,2025-07-30,CBE,Google Play Store,NEGATIVE,0.9982882142066956,they been freezing a transfered money till the time they chose chose it to be delivered bruh,freeze transfered money till time choose choose deliver bruh,3,Highly Positive Feedback & Brand Perception
how updated this app,5,2025-07-29,CBE,Google Play Store,POSITIVE,0.908365786075592,how updated this app,update app,0,App Malfunction & Technical Bugs
yase,5,2025-07-29,CBE,Google Play Store,POSITIVE,0.9850412011146544,yase,yase,0,App Malfunction & Technical Bugs
"ok ,",5,2025-07-29,CBE,Google Play Store,POSITIVE,0.9997431635856628,ok,ok,3,Highly Positive Feedback & Brand Perception
time is gold,5,2025-07-28,CBE,Google Play Store,POSITIVE,0.9994885921478271,time is gold,time gold,1,Transaction & Service Reliability Issues
this app is so amazing a use it every time when i make payments,5,2025-07-27,CBE,Google Play Store,POSITIVE,0.9997534155845642,this app is so amazing a use it every time when i make payments,app amazing use time payment,3,Highly Positive Feedback & Brand Perception
mobeli.bank,5,2025-07-26,CBE,Google Play Store,NEGATIVE,0.9778519868850708,mobelibank,mobelibank,0,App Malfunction & Technical Bugs
thanks cbe,5,2025-07-25,CBE,Google Play Store,POSITIVE,0.999742329120636,thanks cbe,thanks cbe,0,App Malfunction & Technical Bugs
"i am using this service from abroad, which i have active account in ethiopia. anytime i want support family, i easily sent funds to my cbe bank using my abroad debit or visa credit and transfer to their bank. so recommend diaspora to open bank account whenever they going back home. it helps a lot . 1st. they can easily send money from their abroad bank account to their ceb, awash,oromia bank whatever. 2nd, they don't need family to withdraw money for them to use it. they have privacy.",5,2025-07-25,CBE,Google Play Store,POSITIVE,0.992942988872528,i am using this service from abroad which i have active account in ethiopia anytime i want support family i easily sent funds to my cbe bank using my abroad debit or visa credit and transfer to their bank so recommend diaspora to open bank account whenever they going back home it helps a lot st they can easily send money from their abroad bank account to their ceb awashoromia bank whatever nd they dont need family to withdraw money for them to use it they have privacy,service abroad active account ethiopia anytime want support family easily send fund cbe bank abroad debit visa credit transfer bank recommend diaspora open bank account go home help lot st easily send money abroad bank account ceb awashoromia bank nd not need family withdraw money use privacy,0,App Malfunction & Technical Bugs
በጣም አሪፍ ነው በተጨማሪ በጣት አሻራ ቢሰራ ጥሩ ነበር እንደ ቴሌ አፕ,4,2025-07-25,CBE,Google Play Store,NEGATIVE,0.9489791989326476,በጣም አሪፍ ነው በተጨማሪ በጣት አሻራ ቢሰራ ጥሩ ነበር እንደ ቴሌ አፕ,በጣም አሪፍ ነው በተጨማሪ በጣት አሻራ ቢሰራ ጥሩ ነበር እንደ ቴሌ አፕ,4,App Performance (Speed & Quality)
v͟e͟r͟y͟ g͟o͟o͟ d͟,4,2025-07-25,CBE,Google Play Store,NEGATIVE,0.9897240400314332,v͟e͟r͟y͟ g͟o͟o͟ d͟,,0,App Malfunction & Technical Bugs
commercial bank of ethiopia is very helpful for all ethiopian people that i respect ethio consititution,5,2025-07-25,CBE,Google Play Store,POSITIVE,0.998514711856842,commercial bank of ethiopia is very helpful for all ethiopian people that i respect ethio consititution,commercial bank ethiopia helpful ethiopian people respect ethio consititution,3,Highly Positive Feedback & Brand Perception
there is many thing u have to fix.,1,2025-07-24,CBE,Google Play Store,NEGATIVE,0.9872127175331116,there is many thing u have to fix,thing u fix,0,App Malfunction & Technical Bugs
"this is the best service, it makes everything easy for you, so why not download this app and if you are satisfied with it, give it five stars, it deserves it. 👍♥️❤️",5,2025-07-24,CBE,Google Play Store,POSITIVE,0.9990789890289308,this is the best service it makes everything easy for you so why not download this app and if you are satisfied with it give it five stars it deserves it 👍♥️❤️,good service make easy download app satisfied star deserve,2,"User Experience, Features & Security"
በጣምጥሩ,4,2025-07-21,CBE,Google Play Store,NEGATIVE,0.6970565915107727,በጣምጥሩ,በጣምጥሩ,0,App Malfunction & Technical Bugs
"good job, but we need to see more transaction history.",4,2025-07-21,CBE,Google Play Store,NEGATIVE,0.996132493019104,good job but we need to see more transaction history,good job need transaction history,1,Transaction & Service Reliability Issues
full of restrictions,1,2025-07-20,CBE,Google Play Store,NEGATIVE,0.983348548412323,full of restrictions,restriction,2,"User Experience, Features & Security"
the best one,5,2025-07-20,CBE,Google Play Store,POSITIVE,0.9998371601104736,the best one,good,4,App Performance (Speed & Quality)
nice apps,5,2025-07-20,CBE,Google Play Store,POSITIVE,0.999850869178772,nice apps,nice app,0,App Malfunction & Technical Bugs
why i cant screen shoot ?,1,2025-07-20,CBE,Google Play Store,NEGATIVE,0.9865542650222778,why i cant screen shoot,not screen shoot,1,Transaction & Service Reliability Issues
really excellent,5,2025-07-19,CBE,Google Play Store,POSITIVE,0.99986469745636,really excellent,excellent,2,"User Experience, Features & Security"
nice apk,5,2025-07-19,CBE,Google Play Store,POSITIVE,0.9998088479042052,nice apk,nice apk,0,App Malfunction & Technical Bugs
it is good up to now but it needs update today,5,2025-07-18,CBE,Google Play Store,NEGATIVE,0.9715504050254822,it is good up to now but it needs update today,good need update today,0,App Malfunction & Technical Bugs
አውርድ,5,2025-07-18,CBE,Google Play Store,NEGATIVE,0.6970565915107727,አውርድ,አውርድ,0,App Malfunction & Technical Bugs
okay,5,2025-07-18,CBE,Google Play Store,POSITIVE,0.9997709393501282,okay,okay,0,App Malfunction & Technical Bugs
very aazing,5,2025-07-18,CBE,Google Play Store,NEGATIVE,0.9990257024765016,very aazing,aazing,0,App Malfunction & Technical Bugs
እስክሪን ሹት አይሰራም ለምን ተዘጋ?,2,2025-07-17,CBE,Google Play Store,NEGATIVE,0.9647620320320128,እስክሪን ሹት አይሰራም ለምን ተዘጋ,እስክሪን ሹት አይሰራም ለምን ተዘጋ,3,Highly Positive Feedback & Brand Perception
simple to use and amazing,5,2025-07-17,CBE,Google Play Store,POSITIVE,0.999886989593506,simple to use and amazing,simple use amazing,3,Highly Positive Feedback & Brand Perception
best app ever,5,2025-07-17,CBE,Google Play Store,POSITIVE,0.9997491240501404,best app ever,good app,4,App Performance (Speed & Quality)
this app good,4,2025-07-17,CBE,Google Play Store,POSITIVE,0.9998284578323364,this app good,app good,4,App Performance (Speed & Quality)
"i like this app b/s it's fast, clear, and secured. thank you",5,2025-07-16,CBE,Google Play Store,POSITIVE,0.9998654127120972,i like this app bs its fast clear and secured thank you,like app bs fast clear secure thank,4,App Performance (Speed & Quality)
"although the ui is simple and easy to use. that does not mean anything if information is not consistent throughout the app, and most services are down most of the time. also, i see that forcing the user to turn off android dev settings to use the app is unnecessary and creates inconvenience for users who want to use their devices for android development 🙄. if you have certain security requirements, you would rather prefer to restrict the minsdk (since recent android releases are secure).",1,2025-07-16,CBE,Google Play Store,NEGATIVE,0.9996721744537354,although the ui is simple and easy to use that does not mean anything if information is not consistent throughout the app and most services are down most of the time also i see that forcing the user to turn off android dev settings to use the app is unnecessary and creates inconvenience for users who want to use their devices for android development 🙄 if you have certain security requirements you would rather prefer to restrict the minsdk since recent android releases are secure,ui simple easy use mean information consistent app service time force user turn android dev setting use app unnecessary create inconvenience user want use device android development certain security requirement prefer restrict minsdk recent android release secure,2,"User Experience, Features & Security"
difficult to transfer between accounts even settling tax obligations. system error notification more frequent.,1,2025-07-16,CBE,Google Play Store,NEGATIVE,0.9992318153381348,difficult to transfer between accounts even settling tax obligations system error notification more frequent,difficult transfer account settle tax obligation system error notification frequent,0,App Malfunction & Technical Bugs
chala bodena,2,2025-07-15,CBE,Google Play Store,NEGATIVE,0.8392057418823242,chala bodena,chala bodena,0,App Malfunction & Technical Bugs
ebc app not work or unable to connect server,1,2025-07-15,CBE,Google Play Store,NEGATIVE,0.9996393918991088,ebc app not work or unable to connect server,ebc app work unable connect server,1,Transaction & Service Reliability Issues
i love this app,5,2025-07-14,CBE,Google Play Store,POSITIVE,0.9998608827590942,i love this app,love app,3,Highly Positive Feedback & Brand Perception
"excellent application, user friendly...nice one",5,2025-07-14,CBE,Google Play Store,POSITIVE,0.9998477697372437,excellent application user friendlynice one,excellent application user friendlynice,2,"User Experience, Features & Security"
okay 👍,5,2025-07-13,CBE,Google Play Store,POSITIVE,0.998088538646698,okay 👍,okay,0,App Malfunction & Technical Bugs
why can't i transfer money to telebirr?,4,2025-07-12,CBE,Google Play Store,NEGATIVE,0.9988917708396912,why cant i transfer money to telebirr,not transfer money telebirr,1,Transaction & Service Reliability Issues
cbe mobile banking make us our life easier.,5,2025-07-12,CBE,Google Play Store,POSITIVE,0.994941771030426,cbe mobile banking make us our life easier,cbe mobile banking life easy,0,App Malfunction & Technical Bugs
"i can't see my old transaction on this bank app just like other banks mobile apps example abissinya, tele birr, so please update this feature.",1,2025-07-12,CBE,Google Play Store,NEGATIVE,0.990739107131958,i cant see my old transaction on this bank app just like other banks mobile apps example abissinya tele birr so please update this feature,not old transaction bank app like bank mobile app example abissinya tele birr update feature,0,App Malfunction & Technical Bugs
"it's a nice app""and buy to pay then simple for money transaction 10q cbe.",5,2025-07-11,CBE,Google Play Store,POSITIVE,0.9889894127845764,its a nice appand buy to pay then simple for money transaction q cbe,nice appand buy pay simple money transaction q cbe,0,App Malfunction & Technical Bugs
"amzing app, so 10q",5,2025-07-11,CBE,Google Play Store,NEGATIVE,0.9919998645782472,amzing app so q,amze app q,4,App Performance (Speed & Quality)
"the cbe mb app is best and updated with so many features from time to time,but it is impossible to download statements. if it is possible please add a statement download option for both the app and ussd.",2,2025-07-11,CBE,Google Play Store,NEGATIVE,0.9959859251976012,the cbe mb app is best and updated with so many features from time to timebut it is impossible to download statements if it is possible please add a statement download option for both the app and ussd,cbe mb app good update feature time timebut impossible download statement possible add statement download option app ussd,1,Transaction & Service Reliability Issues
it is user friendly.,4,2025-07-10,CBE,Google Play Store,POSITIVE,0.9897856712341307,it is user friendly,user friendly,2,"User Experience, Features & Security"
application አንዳንዴ ቀርፋፋ ነው። ለምን ?,3,2025-07-10,CBE,Google Play Store,NEGATIVE,0.97027188539505,application አንዳንዴ ቀርፋፋ ነው። ለምን,application አንዳንዴ ቀርፋፋ ለምን,4,App Performance (Speed & Quality)
option app mobile banking,5,2025-07-09,CBE,Google Play Store,POSITIVE,0.8521428108215332,option app mobile banking,option app mobile banking,4,App Performance (Speed & Quality)
very poor and even not sho the balance and transaction history,1,2025-07-07,CBE,Google Play Store,NEGATIVE,0.9995904564857484,very poor and even not sho the balance and transaction history,poor sho balance transaction history,1,Transaction & Service Reliability Issues
እሽ,5,2025-07-07,CBE,Google Play Store,NEGATIVE,0.6970565915107727,እሽ,እሽ,0,App Malfunction & Technical Bugs
this is very good app but what is bucket override i don't get,4,2025-07-06,CBE,Google Play Store,NEGATIVE,0.9767497181892396,this is very good app but what is bucket override i dont get,good app bucket override not,4,App Performance (Speed & Quality)
the best of mobile banking in ethiopia 🇪🇹,5,2025-07-06,CBE,Google Play Store,POSITIVE,0.9998003840446472,the best of mobile banking in ethiopia 🇪🇹,good mobile banking ethiopia,4,App Performance (Speed & Quality)
"it's just a basic app, you could do a lot better i couldn't see my 2 months statement even",1,2025-07-06,CBE,Google Play Store,NEGATIVE,0.9993597865104676,its just a basic app you could do a lot better i couldnt see my months statement even,basic app lot well not month statement,1,Transaction & Service Reliability Issues
don't work,1,2025-07-05,CBE,Google Play Store,NEGATIVE,0.9997063279151917,dont work,not work,0,App Malfunction & Technical Bugs
የሚስጥር ኮድ አሀዙ የበዛ መሆኑ አስተማማኝነቱ የጨምራል ።,5,2025-07-05,CBE,Google Play Store,NEGATIVE,0.9239576458930968,የሚስጥር ኮድ አሀዙ የበዛ መሆኑ አስተማማኝነቱ የጨምራል ።,የሚስጥር ኮድ አሀዙ የበዛ መሆኑ አስተማማኝነቱ የጨምራል,0,App Malfunction & Technical Bugs
nice !,4,2025-07-05,CBE,Google Play Store,POSITIVE,0.999863862991333,nice,nice,0,App Malfunction & Technical Bugs
samsung s05 have no government utility payment options please fix on the next update,1,2025-07-05,CBE,Google Play Store,NEGATIVE,0.9979221224784852,samsung s have no government utility payment options please fix on the next update,samsung s government utility payment option fix update,0,App Malfunction & Technical Bugs
v.good,5,2025-07-04,CBE,Google Play Store,POSITIVE,0.994877278804779,vgood,vgood,0,App Malfunction & Technical Bugs
"it is developed in a simple way, but what if you add a notebook, like to save some info or other bank account number",4,2025-07-04,CBE,Google Play Store,NEGATIVE,0.9958800077438354,it is developed in a simple way but what if you add a notebook like to save some info or other bank account number,develop simple way add notebook like save info bank account number,0,App Malfunction & Technical Bugs
it's good app.,5,2025-07-03,CBE,Google Play Store,POSITIVE,0.9998677968978882,its good app,good app,4,App Performance (Speed & Quality)
it is fast and best service. go a head!,5,2025-07-02,CBE,Google Play Store,POSITIVE,0.9993784427642822,it is fast and best service go a head,fast good service head,2,"User Experience, Features & Security"
"this app is not reliable for transferring money to other banks or money transfer apps. it will take your money but not deliver it, and for confirmation, it takes three days to refund.",2,2025-07-02,CBE,Google Play Store,NEGATIVE,0.9997637867927552,this app is not reliable for transferring money to other banks or money transfer apps it will take your money but not deliver it and for confirmation it takes three days to refund,app reliable transfer money bank money transfer app money deliver confirmation take day refund,0,App Malfunction & Technical Bugs
it is best app,5,2025-07-02,CBE,Google Play Store,POSITIVE,0.9997313618659972,it is best app,good app,4,App Performance (Speed & Quality)
"the worst bank, system and app ever in ethiopia.",1,2025-07-02,CBE,Google Play Store,NEGATIVE,0.9997875094413756,the worst bank system and app ever in ethiopia,bad bank system app ethiopia,3,Highly Positive Feedback & Brand Perception
please update the security policy. we can't take a screenshots!,3,2025-07-02,CBE,Google Play Store,NEGATIVE,0.9981873631477356,please update the security policy we cant take a screenshots,update security policy not screenshot,0,App Malfunction & Technical Bugs
very very good,4,2025-07-01,CBE,Google Play Store,POSITIVE,0.9998621940612792,very very good,good,4,App Performance (Speed & Quality)
"it's a great application, but if you could improve it a bit, for example, by making it so that we can register and use it ourselves from the comfort of our own homes without having to go to a bank branch.",3,2025-07-01,CBE,Google Play Store,POSITIVE,0.9990320205688475,its a great application but if you could improve it a bit for example by making it so that we can register and use it ourselves from the comfort of our own homes without having to go to a bank branch,great application improve bit example make register use comfort home have bank branch,0,App Malfunction & Technical Bugs
its very nice app,5,2025-07-01,CBE,Google Play Store,POSITIVE,0.9998563528060912,its very nice app,nice app,0,App Malfunction & Technical Bugs
fast and easy to use,3,2025-07-01,CBE,Google Play Store,POSITIVE,0.9995805621147156,fast and easy to use,fast easy use,3,Highly Positive Feedback & Brand Perception
i really like this application it's easy to use and reliable,5,2025-07-01,CBE,Google Play Store,POSITIVE,0.9997631907463074,i really like this application its easy to use and reliable,like application easy use reliable,3,Highly Positive Feedback & Brand Perception
best application but is not available strong security .,5,2025-07-01,CBE,Google Play Store,NEGATIVE,0.9837642312049866,best application but is not available strong security,good application available strong security,4,App Performance (Speed & Quality)
