review,rating,date,bank,source,sentiment_label,sentiment_score
"trasaction history needs to be more detailed,",3,2025-06-28,CBE,Google Play Store,NEGATIVE,0.9986841082572937
safe secure fast,5,2025-06-28,CBE,Google Play Store,POSITIVE,0.9997405409812927
atashkabte,1,2025-06-28,CBE,Google Play Store,POSITIVE,0.892349123954773
best mobile banking app,5,2025-06-26,CBE,Google Play Store,POSITIVE,0.9997095465660095
this app has a problem,1,2025-06-26,CBE,Google Play Store,NEGATIVE,0.9987542629241943
best of all,5,2025-06-26,CBE,Google Play Store,POSITIVE,0.9997443556785583
excellent services,5,2025-06-26,CBE,Google Play Store,POSITIVE,0.9998639822006226
"i'll give 5 stars when the app has the function to see more than just a couple of transactions. right now, you can not even go back one month and see prior transaction. that is a standard banking function that also cbe should have. because of that only 1 start.",1,2025-06-25,CBE,Google Play Store,NEGATIVE,0.9886451959609985
"the most unreliable banking app i ever used, the transactions are stuck halfway and i can't access my money then when you call the call center they ask that you wait 3-5 business days before they return the money what is the point off having a banking app if the transactions are unreliable and incomplete i'd rate less if i could.",1,2025-06-25,CBE,Google Play Store,NEGATIVE,0.9996926784515381
for no reason my money is gone because the system keeps tell me failed than i tried to many times were my money is nowhere to be gone when i checked my balance i realise the money is gone,1,2025-06-25,CBE,Google Play Store,NEGATIVE,0.9997031092643738
we would appreciate it if the app can allow to take screensshot.,4,2025-06-24,CBE,Google Play Store,NEGATIVE,0.917564332485199
easy to use and clear.,5,2025-06-23,CBE,Google Play Store,POSITIVE,0.9994879961013794
easy to use,4,2025-06-23,CBE,Google Play Store,POSITIVE,0.9988542795181274
excellence,5,2025-06-23,CBE,Google Play Store,POSITIVE,0.9998365640640259
the best 👌,5,2025-06-22,CBE,Google Play Store,POSITIVE,0.9998503923416138
super 🌟 start,5,2025-06-22,CBE,Google Play Store,POSITIVE,0.9052258133888245
😲,5,2025-06-21,CBE,Google Play Store,NEGATIVE,0.6970565915107727
it is so god,5,2025-06-21,CBE,Google Play Store,POSITIVE,0.9943652153015137
it's my life,5,2025-06-21,CBE,Google Play Store,POSITIVE,0.9996814727783203
great app,5,2025-06-19,CBE,Google Play Store,POSITIVE,0.999821126461029
sufaa milikesaa,5,2025-06-19,CBE,Google Play Store,NEGATIVE,0.9896273612976074
"am not able to make screenshot,",1,2025-06-18,CBE,Google Play Store,NEGATIVE,0.999790370464325
setting ላይ mini statment ብታዘጋጁለት ቴሌብር app ላይ አለ የብዙ ቀን transaction አያሳይም የናንተ ። tnx,4,2025-06-17,CBE,Google Play Store,NEGATIVE,0.9805399775505066
is too good,5,2025-06-17,CBE,Google Play Store,POSITIVE,0.9998205304145813
ሰላም የምኖረው ውጭ ሀገር ነው የንግድ ባንክ አካውንት አለኝ እንዴት ላንቀሳቅሰው,5,2025-06-16,CBE,Google Play Store,NEGATIVE,0.944585382938385
ይህን ባንክ መጠቀም ያስጠላኛል ገንዘቤን ደጋግመው ያዙኝ ብዬ አስባለሁ ይህም ተስፋ አስቆራጭ ስርቆት አስመስሎ መጣ ማለት በሳምንት ሶስት ጊዜ ገንዘቤን ሰረቁኝ ማለት ይጠየቅልኝ,5,2025-06-16,CBE,Google Play Store,NEGATIVE,0.9615163207054138
"it makes my life easy, and i feel like it deserves a 4-star.",4,2025-06-16,CBE,Google Play Store,POSITIVE,0.9993563294410706
it's best app but please add(included) water bill payment ?,4,2025-06-16,CBE,Google Play Store,NEGATIVE,0.914364755153656
the system works even from wherever i am abroad cbe☆☆☆☆☆,5,2025-06-15,CBE,Google Play Store,POSITIVE,0.9949033260345459
very nice to use this app,5,2025-06-14,CBE,Google Play Store,POSITIVE,0.9996718168258667
good service and have lightly internet accessed,3,2025-06-14,CBE,Google Play Store,NEGATIVE,0.6808251738548279
the best mobile banking ever in ethiopia,5,2025-06-13,CBE,Google Play Store,POSITIVE,0.9998283386230469
waw,5,2025-06-13,CBE,Google Play Store,NEGATIVE,0.7346178889274597
good app fast,5,2025-06-13,CBE,Google Play Store,POSITIVE,0.9998340606689453
very good work cbe team well developed,5,2025-06-13,CBE,Google Play Store,POSITIVE,0.9998407363891602
excellent and easy to access and uptodate.,5,2025-06-12,CBE,Google Play Store,POSITIVE,0.9998615980148315
best mobile banking app in ethiopian banking industry. keep up cbe,5,2025-06-12,CBE,Google Play Store,POSITIVE,0.9997265934944153
it's very helpful app in any way in and out of the county of ethiopia good luck,5,2025-06-12,CBE,Google Play Store,POSITIVE,0.9995100498199463
so bad now and hard to use,5,2025-06-09,CBE,Google Play Store,NEGATIVE,0.999805748462677
"it is so amazing app. but, it is better to update it to access without any internet fees. just make it to open by free internet service when we open data connection.",5,2025-06-09,CBE,Google Play Store,POSITIVE,0.9496427178382874
very amazing app indeed. i'm enjoying it,5,2025-06-08,CBE,Google Play Store,POSITIVE,0.9998819828033447
a great app. it's like carrying a bank in your pocket.,4,2025-06-07,CBE,Google Play Store,POSITIVE,0.9992928504943848
more than garrantty bank ebc.,4,2025-06-07,CBE,Google Play Store,POSITIVE,0.9971959590911865
really am happy to this app it is siple to use everything,5,2025-06-07,CBE,Google Play Store,POSITIVE,0.9988697171211243
i liked this app. but the user interface is very basic and not attractive at all.,2,2025-06-07,CBE,Google Play Store,NEGATIVE,0.9996840953826904
"""why don’t your atms support account-to-account transfers like other countries( kenya, nigeria , south africa)""",4,2025-06-06,CBE,Google Play Store,NEGATIVE,0.9964652061462402
what is this app problem???,1,2025-06-05,CBE,Google Play Store,NEGATIVE,0.9996225833892822
the app is proactive and a good connections.,5,2025-06-05,CBE,Google Play Store,POSITIVE,0.9998679161071777
i cannot send to cbebirr app. through this app.,3,2025-06-05,CBE,Google Play Store,NEGATIVE,0.9953354001045227
not functional,1,2025-06-05,CBE,Google Play Store,NEGATIVE,0.999778687953949
"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",1,2025-06-04,CBE,Google Play Store,NEGATIVE,0.9905162453651428
አካውንት የምናስገባበት ቦታ ስም ጽፈን ነው ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር ግን አዲስ አካውንቶች mr ብለዉ የሚጀምሩ በዝተዋል ግን አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል,4,2025-06-04,CBE,Google Play Store,NEGATIVE,0.9616847634315491
best mobile banking app ever,5,2025-06-04,CBE,Google Play Store,POSITIVE,0.9997294545173645
it was good app but it have some issues like it doesnt give me the right amount that i have in the bank and have some issues in transferring,2,2025-06-04,CBE,Google Play Store,NEGATIVE,0.9981192946434021
👌👍,5,2025-06-04,CBE,Google Play Store,NEGATIVE,0.6970565915107727
very niec,5,2025-06-04,CBE,Google Play Store,NEUTRAL,0.5192620754241943
best app of finance,5,2025-06-04,CBE,Google Play Store,POSITIVE,0.9996503591537476
yetemeta,1,2025-06-03,CBE,Google Play Store,POSITIVE,0.6553664803504944
it is not safety,1,2025-06-03,CBE,Google Play Store,NEGATIVE,0.9997867941856384
nice bank,5,2025-06-03,CBE,Google Play Store,POSITIVE,0.9998055100440979
it is like a childish app make it better the worst i have ever seen,1,2025-06-02,CBE,Google Play Store,NEGATIVE,0.9997958540916443
"it's a problem solver application, go ahead cbe, i love so much.",5,2025-06-02,CBE,Google Play Store,POSITIVE,0.9997678399085999
it's good but try to make it facilitate for your client,4,2025-06-02,CBE,Google Play Store,POSITIVE,0.9491767883300781
awesome bank,5,2025-06-01,CBE,Google Play Store,POSITIVE,0.9998461008071899
this app has developed in a very good ways but there are some comments i need to make 1- preventing the screenshot likely not good for someone like me coz i need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,CBE,Google Play Store,NEGATIVE,0.9983141422271729
masha alla,5,2025-05-31,CBE,Google Play Store,NEGATIVE,0.9514626860618591
"recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still i'm afraid now to send again",2,2025-05-31,CBE,Google Play Store,NEGATIVE,0.9991102814674377
better service,5,2025-05-31,CBE,Google Play Store,POSITIVE,0.9982219338417053
"it,s good app and time manager 👍",5,2025-05-30,CBE,Google Play Store,POSITIVE,0.9998370409011841
malkaamuu jiidhaa namoo,5,2025-05-30,CBE,Google Play Store,NEGATIVE,0.9887813329696655
lower system everything,3,2025-05-30,CBE,Google Play Store,NEGATIVE,0.9993475079536438
nice!,5,2025-05-30,CBE,Google Play Store,POSITIVE,0.999863862991333
keep it up my cbe,5,2025-05-29,CBE,Google Play Store,POSITIVE,0.9996104836463928
yes good,5,2025-05-28,CBE,Google Play Store,POSITIVE,0.9998410940170288
"i was using this app for the last two years with no problems. it stopped working about 3 months ago. when i tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,CBE,Google Play Store,NEGATIVE,0.9996353387832642
i like everything of this app,5,2025-05-27,CBE,Google Play Store,POSITIVE,0.9996908903121948
🤬🤬🤬🤬 network 🛜,1,2025-05-26,CBE,Google Play Store,NEGATIVE,0.685613214969635
cbe is the best financial application and and very dimple to use. i would like to say thank you so much for the developer of application. i really appreciate this app.,5,2025-05-26,CBE,Google Play Store,POSITIVE,0.9982792139053345
it's awesome!!,5,2025-05-25,CBE,Google Play Store,POSITIVE,0.999871015548706
thankyou every one,5,2025-05-25,CBE,Google Play Store,POSITIVE,0.9998461008071899
ronaldo 🇵🇹 🥇,5,2025-05-25,CBE,Google Play Store,POSITIVE,0.9948286414146423
"this app is absolutely fantastic i love it and i enjoying to it ,let us support this foundation together .",5,2025-05-25,CBE,Google Play Store,POSITIVE,0.9998852014541626
"the cbe app has been highly unreliable in recent weeks. it frequently fails to work properly on both ethio telecom and safaricom networks, whether using wi-fi or mobile data. this week, the system was down entirely for extended periods, making it very difficult to access banking services. the app only functions intermittently, and the lack of consistency is frustrating. i hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,CBE,Google Play Store,NEGATIVE,0.9997394680976868
mortuary app,5,2025-05-25,CBE,Google Play Store,NEGATIVE,0.7924914956092834
it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,CBE,Google Play Store,NEGATIVE,0.9961044788360596
amazing app i am used this app for one year,4,2025-05-24,CBE,Google Play Store,POSITIVE,0.9991408586502075
i love it 😍😘,5,2025-05-24,CBE,Google Play Store,POSITIVE,0.9998791217803955
it makes life easy!👌,5,2025-05-24,CBE,Google Play Store,POSITIVE,0.9993600249290466
its not fast,1,2025-05-24,CBE,Google Play Store,NEGATIVE,0.9949808716773987
it is sooo good,5,2025-05-24,CBE,Google Play Store,POSITIVE,0.9998735189437866
fantastic,5,2025-05-23,CBE,Google Play Store,POSITIVE,0.9998743534088135
accessible to using,5,2025-05-23,CBE,Google Play Store,POSITIVE,0.999116837978363
why you change default network?,5,2025-05-23,CBE,Google Play Store,NEGATIVE,0.9962357878684998
very nice 👍,5,2025-05-23,CBE,Google Play Store,POSITIVE,0.9998577833175659
nice fast app,5,2025-05-23,CBE,Google Play Store,POSITIVE,0.999833345413208
how to i get my money,5,2025-05-22,CBE,Google Play Store,NEGATIVE,0.9934091567993164
"very bad, can't even load they need to improve their services.",1,2025-05-22,CBE,Google Play Store,NEGATIVE,0.9998165965080261
"very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,CBE,Google Play Store,POSITIVE,0.9649853706359863
very busy i don't know why... i prefer 889,3,2025-05-22,CBE,Google Play Store,NEGATIVE,0.9991938471794128
"sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,CBE,Google Play Store,NEGATIVE,0.9966771602630615
the most boring mobil banking application in ethiopia.please use alternative private banks mobile banking apps,1,2025-05-22,CBE,Google Play Store,NEGATIVE,0.9986202716827393
hojii bonsaadha,5,2025-05-22,CBE,Google Play Store,POSITIVE,0.9568661451339722
user-friendly apps.because this app is easy.,5,2025-05-22,CBE,Google Play Store,POSITIVE,0.955450713634491
awosome!!!,5,2025-05-22,CBE,Google Play Store,POSITIVE,0.6944916844367981
"very good app,",5,2025-05-22,CBE,Google Play Store,POSITIVE,0.9998691082000732
ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,CBE,Google Play Store,POSITIVE,0.9997020363807678
i hate this app 😒,1,2025-05-22,CBE,Google Play Store,NEGATIVE,0.9996378421783447
trustful,5,2025-05-22,CBE,Google Play Store,POSITIVE,0.9998213648796082
i like,5,2025-05-21,CBE,Google Play Store,POSITIVE,0.9998149275779724
update issue,4,2025-05-21,CBE,Google Play Store,NEUTRAL,0.5473260283470154
its not working over safari network,1,2025-05-21,CBE,Google Play Store,NEGATIVE,0.9991377592086792
oldie,1,2025-05-21,CBE,Google Play Store,NEGATIVE,0.6663177013397217
it doesn't work,1,2025-05-21,CBE,Google Play Store,NEGATIVE,0.9997813105583191
"this app is good, and we are using it well",1,2025-05-21,CBE,Google Play Store,POSITIVE,0.999855637550354
very nice 👌 app for android phone,5,2025-05-21,CBE,Google Play Store,POSITIVE,0.9994401335716248
yes yes,5,2025-05-21,CBE,Google Play Store,POSITIVE,0.9997482895851135
በጣም ከርፋፋ,1,2025-05-21,CBE,Google Play Store,NEGATIVE,0.7850590348243713
easy to use helpful in my life,5,2025-05-21,CBE,Google Play Store,POSITIVE,0.9981144666671753
the best mobile banking app,5,2025-05-21,CBE,Google Play Store,POSITIVE,0.9998278617858887
"this app is very useful app,it saves time,and it is secure",4,2025-05-21,CBE,Google Play Store,POSITIVE,0.9992597699165344
it's a good application 👍,5,2025-05-21,CBE,Google Play Store,POSITIVE,0.9998123049736023
the screenshot and the reffresh options are so annoying that makes transaction so delaying activity !,2,2025-05-21,CBE,Google Play Store,NEGATIVE,0.9997513890266418
poor service,1,2025-05-20,CBE,Google Play Store,NEGATIVE,0.9996534585952759
amazing,5,2025-05-20,CBE,Google Play Store,POSITIVE,0.999875545501709
it is reliable and easy to use.,5,2025-05-20,CBE,Google Play Store,POSITIVE,0.9998389482498169
the most annoying mobile banking app i've ever seen,1,2025-05-20,CBE,Google Play Store,NEGATIVE,0.9994208812713623
cbe mobile banking,5,2025-05-20,CBE,Google Play Store,POSITIVE,0.8304281234741211
"i can't make screenshout in this app, please made modification",5,2025-05-20,CBE,Google Play Store,NEGATIVE,0.9966920614242554
best app i loved it,5,2025-05-18,CBE,Google Play Store,POSITIVE,0.999849796295166
amazing applicatiom sometimes doesnt work!,5,2025-05-18,CBE,Google Play Store,NEGATIVE,0.6448812484741211
well satisfied with this beautiful app,5,2025-05-18,CBE,Google Play Store,POSITIVE,0.9998588562011719
best app.,5,2025-05-17,CBE,Google Play Store,POSITIVE,0.999774158000946
"not working,why???",5,2025-05-17,CBE,Google Play Store,NEGATIVE,0.9995881915092468
always disappointing ! especially the ios one !! some similar local applications are extremely superior to this application!! really disappointing!,1,2025-05-17,CBE,Google Play Store,NEGATIVE,0.9996201992034912
woxe harimo ribiso,5,2025-05-16,CBE,Google Play Store,NEGATIVE,0.9374371767044067
"good ,easy to use",5,2025-05-16,CBE,Google Play Store,POSITIVE,0.9998592138290405
good job👍,5,2025-05-14,CBE,Google Play Store,POSITIVE,0.9998576641082764
"please kindly ask to update the app and allow us to screenshot, it's convenient and efficient as long as you add security to the access there is no reason to block us from screenshooting our screen.",2,2025-05-14,CBE,Google Play Store,POSITIVE,0.9939066767692566
i have using the cbe mobile banking app. and overall i appreciate its feuteres however i.ve notticed that when i turn on the developer options on my divice the app.stop functioning prorerly it.would be great if you could look into this issue as l often need to access developer setting for otter application thankyou for your attention to this matter,4,2025-05-13,CBE,Google Play Store,NEGATIVE,0.9474120736122131
customer service is bad nothing is good about this bank,1,2025-05-13,CBE,Google Play Store,NEGATIVE,0.9996613264083862
it is amazing mobile banking app....but why the screenshot of the receipt doesnt work,5,2025-05-13,CBE,Google Play Store,NEGATIVE,0.992915153503418
fast and simple easy to use 👌,5,2025-05-12,CBE,Google Play Store,POSITIVE,0.9984942674636841
the fastest transferring app i ever had its so reliable,5,2025-05-11,CBE,Google Play Store,POSITIVE,0.9844427704811096
"funds transferred from the same bank do not reflect in the account, even though a confirmation text message was received.",3,2025-05-11,CBE,Google Play Store,NEGATIVE,0.9986681938171387
it's easy and fast,5,2025-05-10,CBE,Google Play Store,POSITIVE,0.9995684027671814
this app don't have self activation only you have to look near cbe branch that's disgusting,1,2025-05-10,CBE,Google Play Store,NEGATIVE,0.9960438013076782
hello dearest cbe office personnel make some benefits for those using interest free accounts thanks for your help,5,2025-05-09,CBE,Google Play Store,POSITIVE,0.999572217464447
wow best application ever,5,2025-05-09,CBE,Google Play Store,POSITIVE,0.9997984766960144
"am sorry but what does developer mode do to the application ? hack it ? are you sure you are developer or are you stupid, doesnt makes sense,",1,2025-05-08,CBE,Google Play Store,NEGATIVE,0.9997019171714783
the pride of ethiopian bank 🏦,5,2025-05-08,CBE,Google Play Store,POSITIVE,0.999118983745575
why the app telling me to turn of developer options please fix it.,1,2025-05-07,CBE,Google Play Store,NEGATIVE,0.9990994930267334
i am very happy . i have small prob. after i transfer i cant put the transfer cashe bil to my dic.,5,2025-05-07,CBE,Google Play Store,POSITIVE,0.9976927042007446
amazing apps,5,2025-05-06,CBE,Google Play Store,POSITIVE,0.9998716115951538
all service of mobile banking,5,2025-05-06,CBE,Google Play Store,POSITIVE,0.8924251198768616
needs improvement,1,2025-05-06,CBE,Google Play Store,NEGATIVE,0.9966731071472168
i miss the old one i couldn't send my mony to other bank..,1,2025-05-06,CBE,Google Play Store,NEGATIVE,0.995843231678009
the app is recently crushing each time you open and try to make transfers...it used to be good. take lessons from the dashen super app or ethiotelecom. it is not befitting of your experience and glory. inv3st in making it more friendly and convenient. i am considering leaving cbe for good.,2,2025-05-06,CBE,Google Play Store,NEGATIVE,0.9984410405158997
good but these week not oky,4,2025-05-06,CBE,Google Play Store,NEGATIVE,0.955415666103363
well designed! fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,CBE,Google Play Store,POSITIVE,0.9998049139976501
if any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,CBE,Google Play Store,NEGATIVE,0.9975224137306213
"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,CBE,Google Play Store,POSITIVE,0.8991119265556335
cbe mobilr bankg,5,2025-05-05,CBE,Google Play Store,POSITIVE,0.8703056573867798
verygood,3,2025-05-05,CBE,Google Play Store,POSITIVE,0.9988996982574463
ممتاز جدا,5,2025-05-04,CBE,Google Play Store,NEGATIVE,0.8031745553016663
it's very low quality application,1,2025-05-04,CBE,Google Play Store,NEGATIVE,0.9996594190597534
very amazing apps,5,2025-05-04,CBE,Google Play Store,POSITIVE,0.9998774528503418
አዛ,1,2025-05-04,CBE,Google Play Store,NEGATIVE,0.6970565915107727
wow simple life,5,2025-05-04,CBE,Google Play Store,POSITIVE,0.9997076392173767
it's nice,5,2025-05-03,CBE,Google Play Store,POSITIVE,0.9998672008514404
why stacked sometimes,5,2025-05-03,CBE,Google Play Store,NEGATIVE,0.9941052198410034
okay 👍 but sometimes busy,1,2025-05-03,CBE,Google Play Store,NEGATIVE,0.8515542149543762
the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,CBE,Google Play Store,NEGATIVE,0.9997990727424622
very good app. but disappointed by general cessation of system.,5,2025-05-02,CBE,Google Play Store,NEGATIVE,0.9981188178062439
good and fast,5,2025-05-02,CBE,Google Play Store,POSITIVE,0.9998561143875122
unreliable!,1,2025-05-02,CBE,Google Play Store,NEGATIVE,0.9997379183769226
best the best fast,5,2025-05-02,CBE,Google Play Store,POSITIVE,0.9998427629470825
happy,5,2025-05-02,CBE,Google Play Store,POSITIVE,0.9998753070831299
fast and reliable,5,2025-05-02,CBE,Google Play Store,POSITIVE,0.9998595714569092
network errorrrrrr,2,2025-05-02,CBE,Google Play Store,NEGATIVE,0.9978076815605164
best app but there is some problem i can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,CBE,Google Play Store,NEGATIVE,0.9982808828353882
its good and simple to use,5,2025-05-02,CBE,Google Play Store,POSITIVE,0.9998610019683838
worest app like that bank for security and network access,1,2025-05-02,CBE,Google Play Store,NEGATIVE,0.9927296042442322
it's the best app i,5,2025-05-02,CBE,Google Play Store,POSITIVE,0.999834418296814
not bad not good,1,2025-05-02,CBE,Google Play Store,NEGATIVE,0.9715350866317749
its very nice,5,2025-05-02,CBE,Google Play Store,POSITIVE,0.9998526573181152
do not work this week,3,2025-04-30,CBE,Google Play Store,NEGATIVE,0.9977602958679199
it crashes frequently,4,2025-04-30,CBE,Google Play Store,NEGATIVE,0.9993256330490112
the best,5,2025-04-28,CBE,Google Play Store,POSITIVE,0.9998332262039185
"i can simply describe this app as ""making all your work easier"".",5,2025-04-28,CBE,Google Play Store,POSITIVE,0.8382593393325806
goid,5,2025-04-28,CBE,Google Play Store,NEGATIVE,0.7086994647979736
best appearance,5,2025-04-27,CBE,Google Play Store,POSITIVE,0.9996986389160156
it's very good 👍 app,5,2025-04-27,CBE,Google Play Store,POSITIVE,0.999859094619751
i need support you,5,2025-04-26,CBE,Google Play Store,NEGATIVE,0.9881443977355957
the worst mobile banking i have ever seen in my life,1,2025-04-26,CBE,Google Play Store,NEGATIVE,0.9997807145118713
super,5,2025-04-26,CBE,Google Play Store,POSITIVE,0.998783528804779
ጠጀጨገጀ።ጀገ,5,2025-04-26,CBE,Google Play Store,NEGATIVE,0.8337252736091614
i like the app,5,2025-04-26,CBE,Google Play Store,POSITIVE,0.9994398951530457
to other bank is bad,1,2025-04-25,CBE,Google Play Store,NEGATIVE,0.9997149109840393
tank's,5,2025-04-25,CBE,Google Play Store,NEGATIVE,0.9855976700782776
its good but add more features such like. bank statement showing,5,2025-04-24,CBE,Google Play Store,POSITIVE,0.9881665110588074
it is so nice,5,2025-04-24,CBE,Google Play Store,POSITIVE,0.9998714923858643
very good👍,5,2025-04-21,CBE,Google Play Store,POSITIVE,0.8243637084960938
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,CBE,Google Play Store,NEGATIVE,0.9995972514152527
"wow, amazing app",5,2025-04-21,CBE,Google Play Store,POSITIVE,0.9998503923416138
use ful,5,2025-04-21,CBE,Google Play Store,NEGATIVE,0.9949980974197388
actually it is inactive,4,2025-04-19,CBE,Google Play Store,NEGATIVE,0.9996483325958252
"slow, only one account is used",2,2025-04-19,CBE,Google Play Store,NEGATIVE,0.9997527003288269
always cbe is the leading commercial bank💪💪💪,5,2025-04-18,CBE,Google Play Store,POSITIVE,0.9975135326385498
nice apps where network is good in connection,5,2025-04-18,CBE,Google Play Store,POSITIVE,0.9994925260543823
thank you!!!,5,2025-04-18,CBE,Google Play Store,POSITIVE,0.9998666048049927
i can't take screenshot,1,2025-04-18,CBE,Google Play Store,NEGATIVE,0.9897894263267517
"every update was made the system better and better until the march 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. you add extra steps to us, which makes the process draw back",3,2025-04-18,CBE,Google Play Store,NEGATIVE,0.9861215949058533
perfectly special,5,2025-04-18,CBE,Google Play Store,POSITIVE,0.999879002571106
the best application i have ever seen in ethiopia banking industry.,5,2025-04-17,CBE,Google Play Store,POSITIVE,0.9997448325157166
great app!!!,5,2025-04-17,CBE,Google Play Store,POSITIVE,0.9998501539230347
"absolutely the best app! it works flawlessly, anytime and anywhere.",5,2025-04-17,CBE,Google Play Store,POSITIVE,0.9998784065246582
very nice app ever!!!,5,2025-04-16,CBE,Google Play Store,POSITIVE,0.999826967716217
the best app,5,2025-04-16,CBE,Google Play Store,POSITIVE,0.9998469352722168
biometric security for mobile banking is not available,5,2025-04-16,CBE,Google Play Store,NEGATIVE,0.9996340274810791
nice service,5,2025-04-15,CBE,Google Play Store,POSITIVE,0.9998397827148438
"in the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,CBE,Google Play Store,NEGATIVE,0.9985652565956116
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,CBE,Google Play Store,NEGATIVE,0.9647620320320129
good 🔥,5,2025-04-14,CBE,Google Play Store,POSITIVE,0.9998576641082764
very interesting app i am using every day fantastic,5,2025-04-14,CBE,Google Play Store,POSITIVE,0.9998443126678467
lebaa bank,5,2025-04-14,CBE,Google Play Store,NEGATIVE,0.9437296390533447
grateful app,5,2025-04-13,CBE,Google Play Store,POSITIVE,0.9998038411140442
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,CBE,Google Play Store,POSITIVE,0.9974650144577026
everthing wellbeok,3,2025-04-13,CBE,Google Play Store,NEGATIVE,0.7055779695510864
"""this mobile banking app is fast and user-friendly, but the only issue i encountered is that i can't access my bank statement within the app. i kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-12,CBE,Google Play Store,NEGATIVE,0.9963226318359375
nice app 👌,5,2025-04-12,CBE,Google Play Store,POSITIVE,0.9996724128723145
why did this app is not screenshot,5,2025-04-12,CBE,Google Play Store,NEGATIVE,0.9989493489265442
it so good app,5,2025-04-12,CBE,Google Play Store,POSITIVE,0.999868631362915
جميل,5,2025-04-11,CBE,Google Play Store,POSITIVE,0.9271727204322815
"less network, specially to make fee for utility purpose",1,2025-04-11,CBE,Google Play Store,NEGATIVE,0.994688868522644
simply for used,4,2025-04-10,CBE,Google Play Store,NEGATIVE,0.9918004870414734
wow keep up,5,2025-04-10,CBE,Google Play Store,POSITIVE,0.9998539686203003
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,CBE,Google Play Store,NEGATIVE,0.9934490323066711
good one,5,2025-04-10,CBE,Google Play Store,POSITIVE,0.9998288154602051
everything is easy thank you cebe,5,2025-04-10,CBE,Google Play Store,POSITIVE,0.9998396635055542
ፈጣን ቀልጣፋ,5,2025-04-10,CBE,Google Play Store,NEGATIVE,0.7850590348243713
ጎበዝ,5,2025-04-09,CBE,Google Play Store,NEGATIVE,0.6970565915107727
but this app says can't sync,5,2025-04-09,CBE,Google Play Store,NEGATIVE,0.9988365769386292
to slow,3,2025-04-09,CBE,Google Play Store,NEGATIVE,0.9994872808456421
work on screen shot system,4,2025-04-08,CBE,Google Play Store,NEUTRAL,0.5902671217918396
very very nice aplication,1,2025-04-08,CBE,Google Play Store,POSITIVE,0.9998292922973633
wonder full and it is easy to use,5,2025-04-08,CBE,Google Play Store,POSITIVE,0.9996142387390137
easy and reliable,2,2025-04-08,CBE,Google Play Store,POSITIVE,0.9998584985733032
it is very useful app 👍,5,2025-04-07,CBE,Google Play Store,POSITIVE,0.994536280632019
perfect app,5,2025-04-07,CBE,Google Play Store,POSITIVE,0.9998340606689453
i like it.,5,2025-04-07,CBE,Google Play Store,POSITIVE,0.9998694658279419
bugs,3,2025-04-07,CBE,Google Play Store,NEGATIVE,0.9988303780555725
commerial bank,5,2025-04-06,CBE,Google Play Store,NEGATIVE,0.6810258030891418
genat biru,2,2025-04-06,CBE,Google Play Store,NEGATIVE,0.966159999370575
it is good but it doesn't allow screen shot,4,2025-04-06,CBE,Google Play Store,POSITIVE,0.6723125576972961
you need to copy many things from other bank apps like amole(dashen),2,2025-04-06,CBE,Google Play Store,NEGATIVE,0.9967620372772217
