review,rating,date,bank,source
excellent but sometimes can not connect,5,2025-11-10 23:20:32,CBE,Google Play
good app,5,2025-11-10 21:55:20,CBE,Google Play
wow apk,5,2025-11-10 21:06:46,CBE,Google Play
best 100 %,5,2025-11-10 18:51:57,CBE,Google Play
bad app,1,2025-11-10 17:32:37,CBE,Google Play
best app,5,2025-11-10 17:12:36,CBE,Google Play
wow,5,2025-11-10 15:46:49,CBE,Google Play
nice app,5,2025-11-10 14:45:31,CBE,Google Play
bad app,4,2025-11-10 14:13:45,CBE,Google Play
the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,1,2025-11-10 13:21:30,CBE,Google Play
I can't access it properly I think it needs update,1,2025-11-10 12:55:40,CBE,Google Play
👌👌,5,2025-11-10 12:20:01,CBE,Google Play
best 👌,5,2025-11-10 11:30:06,CBE,Google Play
good,4,2025-11-10 11:26:05,CBE,Google Play
not Refresh,2,2025-11-10 10:00:09,CBE,Google Play
your statement is not used as wanted,1,2025-11-10 07:08:16,CBE,Google Play
good very good,5,2025-11-09 20:53:13,CBE,Google Play
this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,1,2025-11-09 17:24:52,CBE,Google Play
good app,5,2025-11-08 22:20:25,CBE,Google Play
Bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,5,2025-11-08 19:23:00,CBE,Google Play
Good !,5,2025-11-08 18:05:49,CBE,Google Play
i like it,5,2025-11-08 16:55:40,CBE,Google Play
Very nice app,5,2025-11-08 16:51:07,CBE,Google Play
the app is not functional this week.,4,2025-11-08 09:47:51,CBE,Google Play
good,5,2025-11-07 15:00:05,CBE,Google Play
very updated bank,5,2025-11-06 00:07:50,CBE,Google Play
tankyu,5,2025-11-05 23:18:44,CBE,Google Play
nice,5,2025-11-05 23:00:22,CBE,Google Play
Numbers 2 and 3 don't write during pin verification.,5,2025-11-05 21:58:03,CBE,Google Play
"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",1,2025-11-05 19:04:20,CBE,Google Play
loved it,5,2025-11-05 17:52:08,CBE,Google Play
Ok,1,2025-11-05 11:05:56,CBE,Google Play
this app is not working on my phone,5,2025-11-03 17:59:45,CBE,Google Play
CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,3,2025-11-03 11:00:51,CBE,Google Play
"After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.",1,2025-11-03 10:43:33,CBE,Google Play
nice,5,2025-11-02 20:01:17,CBE,Google Play
wow 😘😘😘,4,2025-11-02 19:40:51,CBE,Google Play
mobile banking broblem,5,2025-11-01 16:31:06,CBE,Google Play
good job,5,2025-11-01 12:00:05,CBE,Google Play
good,3,2025-11-01 05:18:08,CBE,Google Play
it is a good and clear apps to use,4,2025-10-31 23:16:33,CBE,Google Play
ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት,1,2025-10-31 20:56:09,CBE,Google Play
I love this app b/c every option in the app very clear and supportive.,5,2025-10-30 18:17:03,CBE,Google Play
niiceh,5,2025-10-29 22:31:04,CBE,Google Play
the app is good but their is no dark mode you have to add it,3,2025-10-29 19:27:20,CBE,Google Play
🤮,1,2025-10-29 07:23:57,CBE,Google Play
abdulakim abrahim elemoo,5,2025-10-29 02:11:46,CBE,Google Play
best,5,2025-11-25 20:27:20,CBE,Google Play
good app,5,2025-11-25 18:10:35,CBE,Google Play
"it suddenly asked me to enter the verification key I received. and it (*get your verification key from the nearest CBE Branch*) Now I'm in Australia, what do you expect me to do???! There is no nearest or furthermost cbe Branch!! SO FRUSTRATING! How can I manage my bank account now????",1,2025-11-25 17:14:22,CBE,Google Play
nice app...,5,2025-11-25 10:24:19,CBE,Google Play
very good banking service and fast service,5,2025-11-24 21:09:29,CBE,Google Play
thanks blc this app help me to use all time,5,2025-11-24 14:36:07,CBE,Google Play
good,5,2025-11-24 11:54:09,CBE,Google Play
why we can't send money to other people telebirr wallets??,1,2025-11-24 08:44:51,CBE,Google Play
አታፍሩም ግን ለ15 birr 11.50 ብር ስትቆርጡ ይስተካከልልን,1,2025-11-23 23:12:04,CBE,Google Play
በጣም ቀላልና ምቹ ነው።,5,2025-11-23 20:22:11,CBE,Google Play
wow,5,2025-11-23 15:30:09,CBE,Google Play
good,5,2025-11-23 10:13:39,CBE,Google Play
nice,5,2025-11-22 20:27:39,CBE,Google Play
you are the reason why i got ye chogara himem,1,2025-11-22 13:33:11,CBE,Google Play
it is so smart app i recommend it for everyone,5,2025-11-22 11:51:00,CBE,Google Play
excellent,5,2025-11-22 11:34:12,CBE,Google Play
good,5,2025-11-21 22:11:35,CBE,Google Play
ዳጊ,5,2025-11-21 19:55:17,CBE,Google Play
absolutely right,5,2025-11-21 18:45:37,CBE,Google Play
good app,5,2025-11-21 18:07:17,CBE,Google Play
mid application it's so annoying,3,2025-11-20 18:58:06,CBE,Google Play
I used morethan one year,4,2025-11-20 17:52:03,CBE,Google Play
no word can explane about this app it is nice 👍👍👍👍👍,5,2025-11-20 16:15:18,CBE,Google Play
"It's great app,I love this app",5,2025-11-20 11:37:22,CBE,Google Play
Nice,5,2025-11-19 23:42:22,CBE,Google Play
suckkkks,1,2025-11-19 19:20:20,CBE,Google Play
not allowing to transfer and showing current statement updates.,1,2025-11-19 18:51:36,CBE,Google Play
I love you this app,5,2025-11-19 10:09:34,CBE,Google Play
"fast and convenient app, thanks for your dedication as a bank to provide good options to your cuatomers.",1,2025-11-19 08:28:14,CBE,Google Play
make life easy,5,2025-11-19 08:02:38,CBE,Google Play
securr,5,2025-11-19 05:55:07,CBE,Google Play
My most optional bank,5,2025-11-17 18:08:01,CBE,Google Play
5 star,5,2025-11-17 00:43:29,CBE,Google Play
it is fantastic app.,5,2025-11-16 13:14:03,CBE,Google Play
excellent,5,2025-11-16 11:17:05,CBE,Google Play
sifen,5,2025-11-16 09:52:58,CBE,Google Play
i like this√,4,2025-11-16 09:04:39,CBE,Google Play
Ok,3,2025-11-16 03:50:12,CBE,Google Play
ጥሩ App ነዉ ። የኔ የግል አስተያየት- Update ወይንም cache cleaning app ሲደረግ ለምንድነዉ ደግመን login ስናደርግ Restricted ሚያደርገዉ ቢስተካከል እንደ ሀሳብ ጥሩ ነዉ። በዛላይ ድጋሚ አክቲቬት ለማስደረግ ከፍለን ..,5,2025-11-15 22:07:10,CBE,Google Play
"Seriously, what’s going on with this app? The ""Pay to Beneficiary"" option is completely disabled for Android users, yet iOS users get full access without restrictions. Why are Android users being treated like second class customers? It’s the same app, the same service, but clearly not the same experience. This kind of platform bias is unacceptable, either give everyone the same features or be transparent about why you’re limiting functionality. Right now, it just feels unfair and frustrating.",1,2025-11-15 21:51:01,CBE,Google Play
Like,5,2025-11-13 17:38:49,CBE,Google Play
Nice and very useful app i like it!,5,2025-11-13 13:21:35,CBE,Google Play
good,5,2025-11-13 07:49:44,CBE,Google Play
Good,5,2025-11-13 07:27:48,CBE,Google Play
Good,5,2025-11-13 07:17:55,CBE,Google Play
smart app,4,2025-11-12 21:17:20,CBE,Google Play
good App,5,2025-11-12 19:14:34,CBE,Google Play
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-11-12 14:53:10,CBE,Google Play
ok,5,2025-11-11 19:07:32,CBE,Google Play
cbe is my choice,4,2025-11-11 17:32:56,CBE,Google Play
Awesome,5,2025-11-11 16:02:57,CBE,Google Play
I am not able to transfer. The app is not responding,1,2025-11-11 14:36:29,CBE,Google Play
Very convenient App,5,2025-11-11 08:44:13,CBE,Google Play
excellent but sometimes can not connect,5,2025-11-10 23:20:32,CBE,Google Play
good app,5,2025-11-10 21:55:20,CBE,Google Play
wow apk,5,2025-11-10 21:06:46,CBE,Google Play
best 100 %,5,2025-11-10 18:51:57,CBE,Google Play
bad app,1,2025-11-10 17:32:37,CBE,Google Play
best app,5,2025-11-10 17:12:36,CBE,Google Play
wow,5,2025-11-10 15:46:49,CBE,Google Play
nice app,5,2025-11-10 14:45:31,CBE,Google Play
bad app,4,2025-11-10 14:13:45,CBE,Google Play
the app constantly glitches and won't stop loading despite having a decent connection and a cleared cache. telebirr is way better,1,2025-11-10 13:21:30,CBE,Google Play
I can't access it properly I think it needs update,1,2025-11-10 12:55:40,CBE,Google Play
👌👌,5,2025-11-10 12:20:01,CBE,Google Play
best 👌,5,2025-11-10 11:30:06,CBE,Google Play
good,4,2025-11-10 11:26:05,CBE,Google Play
not Refresh,2,2025-11-10 10:00:09,CBE,Google Play
your statement is not used as wanted,1,2025-11-10 07:08:16,CBE,Google Play
good very good,5,2025-11-09 20:53:13,CBE,Google Play
this is absolute trash why because it's not Woking most time the servers are down even though I'm using 4g data Internet they steal not working they use to work with out even data package now it's trash can't even send money,1,2025-11-09 17:24:52,CBE,Google Play
good app,5,2025-11-08 22:20:25,CBE,Google Play
Bayeee galatooma kana caalati nu gammachisa 🌏🤌🏻💴💸🥰👌🏻🙏🏻,5,2025-11-08 19:23:00,CBE,Google Play
Good !,5,2025-11-08 18:05:49,CBE,Google Play
i like it,5,2025-11-08 16:55:40,CBE,Google Play
Very nice app,5,2025-11-08 16:51:07,CBE,Google Play
the app is not functional this week.,4,2025-11-08 09:47:51,CBE,Google Play
good,5,2025-11-07 15:00:05,CBE,Google Play
very updated bank,5,2025-11-06 00:07:50,CBE,Google Play
tankyu,5,2025-11-05 23:18:44,CBE,Google Play
nice,5,2025-11-05 23:00:22,CBE,Google Play
Numbers 2 and 3 don't write during pin verification.,5,2025-11-05 21:58:03,CBE,Google Play
"once it is uninstalled, you need to visit a nearby bank. you go there and they ask you to have a new sim card which hasn't been used before. so you should buy a new sim card and you go back to them with a new sim card, when you reach there service provider says authentication pin is not arrive, the system is not working come back tomorrow.",1,2025-11-05 19:04:20,CBE,Google Play
loved it,5,2025-11-05 17:52:08,CBE,Google Play
Ok,1,2025-11-05 11:05:56,CBE,Google Play
this app is not working on my phone,5,2025-11-03 17:59:45,CBE,Google Play
CBE needs to show transaction fees before the transaction is confirmed and not after. This is a big issue as fees are no longer insignificant.,3,2025-11-03 11:00:51,CBE,Google Play
"After the recent updates, I am unable to download a receipt. I can't see the names of account holders I've previously transacted with. Very important. Please fix it asap.",1,2025-11-03 10:43:33,CBE,Google Play
nice,5,2025-11-02 20:01:17,CBE,Google Play
wow 😘😘😘,4,2025-11-02 19:40:51,CBE,Google Play
mobile banking broblem,5,2025-11-01 16:31:06,CBE,Google Play
good job,5,2025-11-01 12:00:05,CBE,Google Play
good,3,2025-11-01 05:18:08,CBE,Google Play
it is a good and clear apps to use,4,2025-10-31 23:16:33,CBE,Google Play
ለምንድን ነው ከንግድ ባንክ ወደ ቴሌብር 5 ብር ሲተላለፍ 11 ብር እንዲቆርጥ ያደረጋችሁት,1,2025-10-31 20:56:09,CBE,Google Play
I love this app b/c every option in the app very clear and supportive.,5,2025-10-30 18:17:03,CBE,Google Play
niiceh,5,2025-10-29 22:31:04,CBE,Google Play
the app is good but their is no dark mode you have to add it,3,2025-10-29 19:27:20,CBE,Google Play
🤮,1,2025-10-29 07:23:57,CBE,Google Play
abdulakim abrahim elemoo,5,2025-10-29 02:11:46,CBE,Google Play
very good,5,2025-11-25 13:15:43,BOA,Google Play
most of the time is not working properly,1,2025-11-25 08:23:20,BOA,Google Play
good service,5,2025-11-25 02:10:24,BOA,Google Play
not use for me,3,2025-11-23 18:23:59,BOA,Google Play
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22 14:21:32,BOA,Google Play
waw,5,2025-11-21 06:49:18,BOA,Google Play
the lag is unbelievable when you need it the most this suks,1,2025-11-19 13:04:40,BOA,Google Play
I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18 20:28:03,BOA,Google Play
it is a good app,5,2025-11-18 09:47:47,BOA,Google Play
it is not working at all,1,2025-11-15 20:42:13,BOA,Google Play
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15 19:29:15,BOA,Google Play
when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13 09:57:58,BOA,Google Play
fast and simple,5,2025-11-11 03:23:24,BOA,Google Play
best of best,5,2025-11-10 19:25:19,BOA,Google Play
Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10 19:03:40,BOA,Google Play
good,4,2025-11-10 14:46:34,BOA,Google Play
bad exprience...it is so crushed,1,2025-11-08 17:14:29,BOA,Google Play
"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08 13:11:33,BOA,Google Play
Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08 12:18:43,BOA,Google Play
best app,5,2025-11-08 11:40:22,BOA,Google Play
Best app,5,2025-11-07 21:15:06,BOA,Google Play
"Barely works, it always fails to connect",1,2025-11-07 16:33:56,BOA,Google Play
my fav app,5,2025-11-07 08:04:39,BOA,Google Play
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05 12:22:49,BOA,Google Play
very nice,5,2025-11-04 17:21:49,BOA,Google Play
"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04 15:26:13,BOA,Google Play
I like,5,2025-11-02 16:36:02,BOA,Google Play
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01 14:12:12,BOA,Google Play
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30 22:18:43,BOA,Google Play
"the worst app ever,",1,2025-10-30 21:09:22,BOA,Google Play
better,5,2025-10-29 14:51:14,BOA,Google Play
"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28 20:07:21,BOA,Google Play
this app can't open? what is problem? please solve my problem?,1,2025-10-28 02:44:21,BOA,Google Play
kiyaa makonn,5,2025-10-27 22:28:55,BOA,Google Play
very very lazy app,1,2025-10-26 23:12:22,BOA,Google Play
telebirr remittance,5,2025-10-24 16:04:33,BOA,Google Play
The best bank in 🇪🇹,5,2025-10-23 20:01:50,BOA,Google Play
its good,5,2025-10-22 19:14:24,BOA,Google Play
the worst app in my financial experience.,1,2025-10-22 13:13:16,BOA,Google Play
good for mb appliciation,5,2025-10-21 17:22:18,BOA,Google Play
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20 17:36:14,BOA,Google Play
try to easy network,4,2025-10-17 15:56:04,BOA,Google Play
hussen hassen umer,5,2025-10-16 20:05:56,BOA,Google Play
"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16 11:53:31,BOA,Google Play
an exceptional banking app.,5,2025-10-16 09:51:09,BOA,Google Play
alhamdulilah,5,2025-10-11 09:38:31,BOA,Google Play
poor,5,2025-10-11 06:59:58,BOA,Google Play
Best of best,5,2025-10-09 09:31:41,BOA,Google Play
from the last week updates the app is not working Please check the problems,1,2025-10-08 20:21:32,BOA,Google Play
It's always crushing,1,2025-10-08 10:28:55,BOA,Google Play
office branches have to improve their services please,4,2025-10-07 07:22:58,BOA,Google Play
♥️♥️,5,2025-10-05 20:45:56,BOA,Google Play
Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05 19:04:02,BOA,Google Play
it needs a timely update,5,2025-10-03 09:39:36,BOA,Google Play
"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01 22:45:17,BOA,Google Play
Like,5,2025-10-01 22:10:29,BOA,Google Play
I can't type my otp on it.,1,2025-10-01 18:42:50,BOA,Google Play
"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01 15:30:39,BOA,Google Play
jaajja,4,2025-09-30 13:13:07,BOA,Google Play
I love this bank the best experience ever.,5,2025-09-28 04:17:38,BOA,Google Play
"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25 20:41:02,BOA,Google Play
easy and fast,5,2025-09-24 04:20:04,BOA,Google Play
Great,5,2025-09-20 17:06:09,BOA,Google Play
mobile banking,5,2025-09-19 18:43:07,BOA,Google Play
very good,5,2025-09-18 20:31:44,BOA,Google Play
😎,5,2025-09-18 00:47:17,BOA,Google Play
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17 13:50:17,BOA,Google Play
On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15 17:16:36,BOA,Google Play
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15 17:14:20,BOA,Google Play
none,5,2025-09-14 21:21:53,BOA,Google Play
good,2,2025-09-13 08:42:59,BOA,Google Play
good,5,2025-09-12 11:11:17,BOA,Google Play
very good app i ever used,5,2025-09-12 08:25:40,BOA,Google Play
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11 19:48:42,BOA,Google Play
zedo,5,2025-09-11 02:38:59,BOA,Google Play
please open my mobile app,5,2025-09-10 15:43:30,BOA,Google Play
it doesn't open,1,2025-09-10 12:38:37,BOA,Google Play
Very Good,5,2025-09-09 01:18:34,BOA,Google Play
masha alla,5,2025-09-08 01:23:30,BOA,Google Play
Best banking transaction application in Ethiopia !,5,2025-09-05 17:24:28,BOA,Google Play
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04 18:02:58,BOA,Google Play
tamaam kamal,1,2025-09-04 01:55:34,BOA,Google Play
በጣም ሐሪፍ,5,2025-09-03 15:16:27,BOA,Google Play
great 👍,5,2025-09-02 09:11:28,BOA,Google Play
goof,4,2025-09-01 09:54:57,BOA,Google Play
absiniya banki,5,2025-08-29 18:14:45,BOA,Google Play
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26 15:05:33,BOA,Google Play
One of the best in this business,5,2025-08-25 16:34:55,BOA,Google Play
Excellent,5,2025-08-20 20:32:23,BOA,Google Play
besat🥰,5,2025-08-19 21:47:44,BOA,Google Play
unlimited experience,5,2025-08-18 09:15:44,BOA,Google Play
"as bank, u should at least hire someone good at their job bc this a joke nowadays I can't even log in or even transfer without it crashing if u fix the app I will update this review I am counting on u boa update: so they atleast fixed it but as suggestion can u put password when in final step of sending money it will feel more secure that way",4,2025-08-17 06:44:58,BOA,Google Play
very nice mobile banking app my favourite,5,2025-08-16 13:58:54,BOA,Google Play
"it almost never boots up!!! and even if it did, it crashes immediately",1,2025-08-15 14:12:02,BOA,Google Play
best apps,5,2025-08-15 14:01:49,BOA,Google Play
the worst app ever to exist in a bank history,1,2025-08-15 11:08:29,BOA,Google Play
thank you,5,2025-08-14 07:41:49,BOA,Google Play
Best mobile app in the country,5,2025-08-14 07:04:30,BOA,Google Play
not fast,2,2025-08-12 18:29:21,BOA,Google Play
keeps freezing at the front page.,1,2025-08-10 17:35:29,BOA,Google Play
very good,5,2025-11-25 13:15:43,BOA,Google Play
most of the time is not working properly,1,2025-11-25 08:23:20,BOA,Google Play
good service,5,2025-11-25 02:10:24,BOA,Google Play
not use for me,3,2025-11-23 18:23:59,BOA,Google Play
It keeps notifying me to disable developer options and quiet while I'm not enabled. always bring another type of problem with new updates.,1,2025-11-22 14:21:32,BOA,Google Play
waw,5,2025-11-21 06:49:18,BOA,Google Play
the lag is unbelievable when you need it the most this suks,1,2025-11-19 13:04:40,BOA,Google Play
I cant belive I could find the worst bank app ever .yet very simple to fix the problem and the company just ignored it. no body can do business with this kind of app.,1,2025-11-18 20:28:03,BOA,Google Play
it is a good app,5,2025-11-18 09:47:47,BOA,Google Play
it is not working at all,1,2025-11-15 20:42:13,BOA,Google Play
🥰🥰🥰🥰🥰 app is good but i was live in abroad and when i enter my otp code it didnt make me to write my code it the app want it self write thats not fair so please other wise i like it why,5,2025-11-15 19:29:15,BOA,Google Play
when trying to activate the app it keeps on loading on the security questions page. It has been two days,1,2025-11-13 09:57:58,BOA,Google Play
fast and simple,5,2025-11-11 03:23:24,BOA,Google Play
best of best,5,2025-11-10 19:25:19,BOA,Google Play
Worest Banking App Ever I seen. Fake App Bad Better to Leave,1,2025-11-10 19:03:40,BOA,Google Play
good,4,2025-11-10 14:46:34,BOA,Google Play
bad exprience...it is so crushed,1,2025-11-08 17:14:29,BOA,Google Play
"I would like to share feedback regarding the application. It frequently experiences disruptions and does not function properly, often freezing or failing to load. This issue is affecting workflow and efficiency. Kindly review and address this problem to ensure smoother performance.",1,2025-11-08 13:11:33,BOA,Google Play
Meet you genuine.App I tried is not functional.Helping.welldoingwith BOA Ethiopia .fastandrelevant.morconnecting Digitalyworld.Digitalyworld. thanks.,5,2025-11-08 12:18:43,BOA,Google Play
best app,5,2025-11-08 11:40:22,BOA,Google Play
Best app,5,2025-11-07 21:15:06,BOA,Google Play
"Barely works, it always fails to connect",1,2025-11-07 16:33:56,BOA,Google Play
my fav app,5,2025-11-07 08:04:39,BOA,Google Play
this app launch time is so long also has dozen bugs in addition it's has been long time get update,1,2025-11-05 12:22:49,BOA,Google Play
very nice,5,2025-11-04 17:21:49,BOA,Google Play
"Your application is very irritating to use, some functionality doesn't even work like on the card management. You need to do better than this and it good idea to reference other banking applications.",3,2025-11-04 15:26:13,BOA,Google Play
I like,5,2025-11-02 16:36:02,BOA,Google Play
ወይ አሻሽሉትና እንጠቀምበት ያለያ ብታጠፉት ይሻላል። በቃ ምንም ነገር አይሰራም መተግበሪያ አለን ብላችሁ እንዳታወሩ ለማንም የማይመከር ቀርፋፋና ተግባር የለሽ መተግበሪያ,1,2025-11-01 14:12:12,BOA,Google Play
i m sorry but it doesn't work for my android it is too slow but other bank are very fast please update,1,2025-10-30 22:18:43,BOA,Google Play
"the worst app ever,",1,2025-10-30 21:09:22,BOA,Google Play
better,5,2025-10-29 14:51:14,BOA,Google Play
"I kindly request that Bank of abyssinia address issues with its mobile app. It is very slow, has numerous problems, and frequently experiences downtime. The user experience is also poor. Thank you.",1,2025-10-28 20:07:21,BOA,Google Play
this app can't open? what is problem? please solve my problem?,1,2025-10-28 02:44:21,BOA,Google Play
kiyaa makonn,5,2025-10-27 22:28:55,BOA,Google Play
very very lazy app,1,2025-10-26 23:12:22,BOA,Google Play
telebirr remittance,5,2025-10-24 16:04:33,BOA,Google Play
The best bank in 🇪🇹,5,2025-10-23 20:01:50,BOA,Google Play
its good,5,2025-10-22 19:14:24,BOA,Google Play
the worst app in my financial experience.,1,2025-10-22 13:13:16,BOA,Google Play
good for mb appliciation,5,2025-10-21 17:22:18,BOA,Google Play
the worst bank ever. slow don't accept dual sim. they are very stupid and greedy,1,2025-10-20 17:36:14,BOA,Google Play
try to easy network,4,2025-10-17 15:56:04,BOA,Google Play
hussen hassen umer,5,2025-10-16 20:05:56,BOA,Google Play
"The app is not suitable and lacks a good UI design. As a large bank, you must update your app with a professional UI that is fast and appropriate.",2,2025-10-16 11:53:31,BOA,Google Play
an exceptional banking app.,5,2025-10-16 09:51:09,BOA,Google Play
alhamdulilah,5,2025-10-11 09:38:31,BOA,Google Play
poor,5,2025-10-11 06:59:58,BOA,Google Play
Best of best,5,2025-10-09 09:31:41,BOA,Google Play
from the last week updates the app is not working Please check the problems,1,2025-10-08 20:21:32,BOA,Google Play
It's always crushing,1,2025-10-08 10:28:55,BOA,Google Play
office branches have to improve their services please,4,2025-10-07 07:22:58,BOA,Google Play
♥️♥️,5,2025-10-05 20:45:56,BOA,Google Play
Why does it keep crashing? I can't even use this. BOA should do better. You have many customers and how to deal with this. I can't send money now.,1,2025-10-05 19:04:02,BOA,Google Play
it needs a timely update,5,2025-10-03 09:39:36,BOA,Google Play
"It does not show the name of the person who sent the money to request a receipt. This has become very difficult for us. When different people transfer the same amount to me from different banks, it is very difficult to identify the account or the name of the sender.",3,2025-10-01 22:45:17,BOA,Google Play
Like,5,2025-10-01 22:10:29,BOA,Google Play
I can't type my otp on it.,1,2025-10-01 18:42:50,BOA,Google Play
"most of bank apps in Ethiopia are linked with ethiopian phone number, I live in US permanently so when I open BoA account, I told them where I live and to link it with email address instead of phone # as ethio phone number is not working where I live, unfortunetly my fear appeared and now when I change my phone device, it send the code to the ethio number which is not with me now. so please when u develop bank apps consider the diaspora community to use ur apps",1,2025-10-01 15:30:39,BOA,Google Play
jaajja,4,2025-09-30 13:13:07,BOA,Google Play
I love this bank the best experience ever.,5,2025-09-28 04:17:38,BOA,Google Play
"Nothing has been improved, it doesn't work like the previous version.",1,2025-09-25 20:41:02,BOA,Google Play
easy and fast,5,2025-09-24 04:20:04,BOA,Google Play
Great,5,2025-09-20 17:06:09,BOA,Google Play
mobile banking,5,2025-09-19 18:43:07,BOA,Google Play
very good,5,2025-09-18 20:31:44,BOA,Google Play
😎,5,2025-09-18 00:47:17,BOA,Google Play
"need alot of connection, chooses device, very lug even when there is connection",1,2025-09-17 13:50:17,BOA,Google Play
On my ios it's perfect but on android it barley works and don't transfer and after a while it crushed and totally stopped working. Please fix the issue my beloved bank of abyssinia.,1,2025-09-15 17:16:36,BOA,Google Play
since the last update i can open the app crashes a lot and omg its being very slow opening and loading,2,2025-09-15 17:14:20,BOA,Google Play
none,5,2025-09-14 21:21:53,BOA,Google Play
good,2,2025-09-13 08:42:59,BOA,Google Play
good,5,2025-09-12 11:11:17,BOA,Google Play
very good app i ever used,5,2025-09-12 08:25:40,BOA,Google Play
its nice app especially the transaction limit is extended but We face that BoA m.banking app doesn't respond at the activation stage strictly at SMSNG mobile phone. please try this to make safe.,4,2025-09-11 19:48:42,BOA,Google Play
zedo,5,2025-09-11 02:38:59,BOA,Google Play
please open my mobile app,5,2025-09-10 15:43:30,BOA,Google Play
it doesn't open,1,2025-09-10 12:38:37,BOA,Google Play
Very Good,5,2025-09-09 01:18:34,BOA,Google Play
masha alla,5,2025-09-08 01:23:30,BOA,Google Play
Best banking transaction application in Ethiopia !,5,2025-09-05 17:24:28,BOA,Google Play
السلام عليكم ورحمة الله وبركاته ماشاء الله تبارك الرحمن هذا التطبيق ممتاز جدا,5,2025-09-04 18:02:58,BOA,Google Play
tamaam kamal,1,2025-09-04 01:55:34,BOA,Google Play
በጣም ሐሪፍ,5,2025-09-03 15:16:27,BOA,Google Play
great 👍,5,2025-09-02 09:11:28,BOA,Google Play
goof,4,2025-09-01 09:54:57,BOA,Google Play
absiniya banki,5,2025-08-29 18:14:45,BOA,Google Play
has issue after installation and i think it doesn't work with tecno common 30,1,2025-08-26 15:05:33,BOA,Google Play
One of the best in this business,5,2025-08-25 16:34:55,BOA,Google Play
Excellent,5,2025-08-20 20:32:23,BOA,Google Play
